Grade,Subject,Chapter,Topic_title,Topic_description,Topic_objective,Topic_teacher_name,Topic_url_demo,Video_title,Video_local,Video_wistia,Quiz_title,Quiz_starsrequired,Quiz_questions,Quiz_description,Quiz_subtitle,Quiz_estimatedMaxTime
Primer Semestre,Fisica,Vectores 1,Vectores 1.1,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.123.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.123.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.123.1 quiz1.1,90
Primer Semestre,Fisica,Vectores 2,Vectores 1.2,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.224.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.224.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.224.1 quiz1.1,23
Primer Semestre,Fisica,Vectores 3,Vectores 1.3,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.325.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.325.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.325.1 quiz1.1,66
Primer Semestre,Fisica,Vectores 4,Vectores 1.4,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.426.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.426.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.426.1 quiz1.1,72
Primer Semestre,Fisica,Vectores 5,Vectores 1.5,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.527.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.527.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.527.1 quiz1.1,90
Segundo Semestre,Fisica,Vectores 6,Vectores 1.6,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.628.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.628.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.628.1 quiz1.1,25
Segundo Semestre,Fisica,Vectores 7,Vectores 1.7,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.729.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.729.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.729.1 quiz1.1,47
Segundo Semestre,Fisica,Vectores 8,Vectores 1.8,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.830.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.830.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.830.1 quiz1.1,98
Tercer Semestre,Fisica,Vectores 9,Vectores 1.9,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.931.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.931.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.931.1 quiz1.1,45
Tercer Semestre,Fisica,Vectores 10,Vectores 1.10,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1032.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1032.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1032.1 quiz1.1,42
Tercer Semestre,Fisica,Vectores 11,Vectores 1.11,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1133.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1133.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1133.1 quiz1.1,99
Tercer Semestre,Fisica,Vectores 12,Vectores 1.12,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1234.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1234.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1234.1 quiz1.1,78
Cuarto Semestre,Fisica,Vectores 13,Vectores 1.13,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1335.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1335.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1335.1 quiz1.1,36
Cuarto Semestre,Fisica,Vectores 14,Vectores 1.14,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1436.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1436.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1436.1 quiz1.1,72
Cuarto Semestre,Fisica,Vectores 15,Vectores 1.15,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1537.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1537.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1537.1 quiz1.1,97
Cuarto Semestre,Fisica,Vectores 16,Vectores 1.16,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1638.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1638.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1638.1 quiz1.1,68
Quinto Semestre,Fisica,Vectores 17,Vectores 1.17,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1739.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1739.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1739.1 quiz1.1,59
Quinto Semestre,Fisica,Vectores 18,Vectores 1.18,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1840.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1840.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1840.1 quiz1.1,25
Quinto Semestre,Fisica,Vectores 19,Vectores 1.19,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.1941.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.1941.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.1941.1 quiz1.1,45
Sexto Semestre,Fisica,Vectores 20,Vectores 1.20,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.2042.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.2042.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.2042.1 quiz1.1,33
Sexto Semestre,Fisica,Vectores 21,Vectores 1.21,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.2143.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.2143.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.2143.1 quiz1.1,58
Sexto Semestre,Fisica,Vectores 22,Vectores 1.22,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.2244.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.2244.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.2244.1 quiz1.1,76
Sexto Semestre,Fisica,Vectores 23,Vectores 1.23,Fis,Aprender,Marcos Gonzalez,Sin demo,Vectores 1.2345.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Vectores 1.2345.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Vectores 1.2345.1 quiz1.1,76
Primer Semestre,Quimica,Atomos 1,Atomos 1.1,Atom,Aprender,Marcos Gonzalez,Sin demo,Atomos 1.146.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Atomos 1.146.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Atomos 1.146.1 quiz1.1,41
